Ticket #,Tab,Vendor,MSC Part #,Material,Material Grade,Coolant,Interrupted Cut,Machine Type,Insert Number,Insert Grade,Surface Feet Per Minute,Inches Per Revolution,Total Depth of Cut in Inches,Number of Parts Per Insert Edge,Tool Life,Index Time in Seconds,Annual Part Production,Burden Rate Per Hour,Insert Cost Per Each Insert,Number of Edges per Insert,Cycle Time Per Part in Seconds
AP-00077156,Current,"ISCAR METALS, INC.",02101822,21-6-9,21-6-9,Wet,None,Lathe,432 M3M,IC806,300.0,0.014,0.15,12.0,4.4879999999999995,10,50000,,6.53,4,22.44
AP-00077153,Current,KENNAMETAL,60296571,21-6-9,21-6-9,Wet,None,Lathe,543,KCU25,500.0,0.016,0.238,12.0,1.472,10,15000,,27.1,4,7.36
AP-00077154,Current,"ISCAR METALS, INC.",60296571,21-6-9,21-6-9,Wet,None,Lathe,432 M3M,IC806,300.0,0.014,0.16,12.0,5.61,10,150000,,6.53,4,28.05
AP-00077150,Current,KENNAMETAL,60296571,21-6-9,21-6-9,Wet,None,Lathe,543,KC5010,500.0,0.018,0.23,38.0,3.3186666666666667,10,150000,,22.43,4,5.24
AP-00077148,Current,KENNAMETAL,60296571,21-6-9,21-6-9,Wet,None,Lathe,543,KCM25,500.0,0.016,0.23,7.0,0.6871666666666667,10,20000,,27.1,4,5.89
AP-00011729,Current,SANDVIK COROMANT,53016697,6AL-4V,6AL-4V,Wet,None,Lathe,21.51,1115,400.0,0.003,0.007,53.0,11.562833333333334,10,75000,,7.38,2,13.09
AP-00011728,Current,SANDVIK COROMANT,53016697,21-6-9,21-6-9,Wet,None,LATHE,21.51,1115,500.0,0.003,0.008,53.0,92.49383333333333,10,75000,,7.38,2,104.71
AP-00157920,Current,SANDVIK COROMANT,49440993,Ti,Ti,,None,CNC LATHE,DCMT,,400.0,0.008,0.04,1.0,0.08183333333333334,120,44,,488.22,1,4.91
AP-00085326,Current,"ISCAR METALS, INC.",42097436,21-6-9,21-6-9,Wet,None,Lathe,CNMX432,IC907,225.0,0.012,0.1,2.0,0.48466666666666663,10,100000,,7.05,4,14.54
AP-00042887,Current,"ISCAR METALS, INC.",00463893,21-6-9,21-6-9,Wet,None,Lathe,CCGT 03X101-F1P,IC908,183.0,0.001,0.005,70.0,140.18666666666667,10,216000,,11.53,2,120.16
AP-00020926,Current,KENNAMETAL,40261455,21-6-9,21-6-9,Wet,None,Lathe,331,KCU10,490.0,0.0035,0.04,18.0,6.87,10,50000,,13.55,4,22.9
AP-00039795,Current,INGERSOLL CUTTING TOOL COMPANY,01482371,4130,4130,Wet,Light,Mori,,,75.0,0.12,0.04,40.0,27.92,120,3000,,14.5,4,41.88
AP-00109425,Current,SANDVIK COROMANT,52067212,inconel 718,inconel 718,Wet,None,Lathe,DPMT 32.52 PM,4325,200.0,0.002,0.005,1.0,4.581166666666666,300,60,,18.2,2,274.87
AP-00003462,Current,"ISCAR METALS, INC.",64103930,304L,304L,Dry,Light,Mori Seiki,GSFN,IC328,154.0,0.01,0.2,5.0,0.42499999999999993,240,1200,,12.98,1,5.1
AP-00012024,Current,VALENITE INC,70244090,6061,6061,Wet,Light,cnc,TNMC32NG125,VC5,340.0,0.625,0.004,56.0,1.2413333333333334,345,4000,,27,3,1.33
AP-00023447,Current,VALENITE INC,00982447,304,304,Wet,Light,CNC,CCMT1204,V5,250.0,0.005,0.02,31.0,14.606166666666667,365,2500,,26,2,28.27
AP-00002490,Current,IDG USA,65309296,4140,4140,Wet,None,CNC LATHE,SPECIAL GRIND,C2,220.0,0.002,0.03,52.0,66.82866666666666,1200,6000,,120,1,77.11
AP-00003671,Current,CUSTOM GRINDING SERVICES,42397786,304,304,Wet,,CNC LATHE,,HHS,67.0,0.0005,0.01,12.0,112.52599999999998,356,600,,12,1,562.63
AP-00028824,Current,MITSUBISHI MATERIALS U.S.A. CO,40495384,4140,4140,Wet,Light,cnc,CNMG432,UP350,323.0,0.005,0.122,130.0,252.87166666666664,345,2000,,14,4,116.71
AP-00009924,Current,MITSUBISHI MATERIALS U.S.A. CO,58497009,4140,4140,Wet,None,CNC LATHE,GR124,C5,267.0,0.004,0.125,12.0,1.1760000000000002,345,1200,,12,2,5.88
AP-00041532,Current,MITSUBISHI MATERIALS U.S.A. CO,67688655,4140,4140,Wet,None,cnc,TPG,C2,189.0,0.125,0.008,12.0,4.786,356,1200,,16,3,23.93
AP-00072432,Current,MITSUBISHI MATERIALS U.S.A. CO,03573904,NICO65,NICO65,Wet,Light,CNC,TPG321,c5,321.0,0.0833,0.004,23.0,4.051833333333334,345,2000,,28,3,10.57
AP-00023566,Current,MITSUBISHI MATERIALS U.S.A. CO,52077211,304,304,Wet,Light,CNC,VCMT322,C5,321.0,0.005,0.044,45.0,132.7725,365,5000,,15.6,2,177.03
AP-00122367,Current,KENNAMETAL,43655497,S7,S7,Wet,,Okuma CNC Lathe,2NGK,KCP25B,350.0,0.004,0.08,100.0,0.9333333333333335,60,45000,,14.5,1,0.56
AP-00122365,Current,KENNAMETAL,80779275,S7,S7,Wet,,Okuma CNC Lathe,A2-Cutoff,KCU25,125.0,0.002,0.118,10.0,2.6183333333333336,60,45000,,12,1,15.71
AP-00122361,Current,KENNAMETAL,32590093,S7,S7,Wet,None,Okuma CNC Lathe,WNMG 432,KCP25B,300.0,0.008,0.08,50.0,105.69166666666668,60,45000,,12.46,6,126.83
AP-00122363,Current,KENNAMETAL,52087210,S7,S7,Wet,None,Okuma CNC Lathe,VNMG 332 FP,KCP25,350.0,0.006,0.01,100.0,40.266666666666666,60,45000,,21.5,4,24.16
AP-00108473,Current,WALTER USA,49454374,4140,4140,Wet,None,lathe,TNMM 432,wap,120.0,0.012,0.13,1.0,572.644,60,128,,15,3,34358.64
AP-00116965,Current,VALENITE INC,44197978,1020,1020,Wet,None,lathe,Acme 10 ex,vc901,120.0,0.006,0.125,5.0,65.44500000000001,120,550,,31,2,785.34
AP-00000631,Current,VALENITE INC,69262442,ti,ti,Wet,None,Lathe,Cnmg,VP 15 10,209.0,0.008,0.1,0.5,175.35508333333334,120,100,,12,4,21042.61
AP-00102326,Current,KENNAMETAL,89172472,4145,4145,Wet,None,lathe,cnmg543,850,136.0,0.025,0.12,1.0,172.46683333333334,120,100,,29,4,10348.01
AP-00000668,Current,VALENITE INC,84742147,1018,1018,Wet,None,Lathe,tpg,VP3025,300.0,0.006,0.1,3.0,70.6805,120,150,,13.5,3,1413.61
AP-00029104,Current,KENNAMETAL,08343949,316,316,Dry,None,Manual Lathe,CNMG432RP,KCU25,350.0,0.005,0.05,10.0,0.15000000000000002,120,1000,,16.4,8,0.9
AP-00096978,Current,VALENITE INC,50988732,304-316,304-316,Dry,None,Manual Lathe,SNMG432MV5,VP8535,350.0,0.008,0.1,10.0,0.37333333333333335,120,2000,,9.15,4,2.24
AP-00011245,Current,KENNAMETAL,02987675,BRASS,BRASS,Dry,None,Manual Lathe,NG3062,KC5010,170.0,0.001,0.21,80.0,10.866666666666667,60,2000,,22.88,2,8.15
AP-00015520,Current,KENNAMETAL,57761306,303,303,Wet,None,NC Lathe,3761065,KCM25,400.0,0.007,0.1,10.0,67.315,120,500,,17.28,6,403.89
AP-00023332,Current,KENNAMETAL,81260374,303,303,Wet,,MANUAL LATHE,CNMG431MP,KC5010,350.0,0.002,0.005,25.0,673.15,120,100,,20.8,4,1615.56
AP-00048218,Current,"ISCAR METALS, INC.",46088969,6061,6061,Wet,,CNC / MANUAL,GTR3,IC20,450.0,0.0035,2.52,10.0,10.471666666666666,300,600,,11.65,1,62.83
AP-00036053,Current,"ISCAR METALS, INC.",38920195,6061,6061,Wet,None,CNC / MANUAL,GTN3,IC20,300.0,0.005,3.02,3.0,9.487000000000002,300,750,,11.65,1,189.74
AP-00102236,Current,MITSUBISHI MATERIALS U.S.A. CO,65859613,4140,4140,Wet,,CNC LATHE,CNMG432MP,MC6025,375.0,0.006,0.125,24.0,68.41199999999999,60,660,,13.45,4,171.03
AP-00136691,Current,"ISCAR METALS, INC.",65846586,Inconel 718,Inconel 718,Dry,None,Lathe,CNMG433 PP,IC907,75.0,0.011,0.1,0.1,79.3273,300,10,,15.15,2,47596.38
AP-00004864,Current,SANDVIK COROMANT,40497000,Ductile Iron,Ductile Iron,Wet,None,Fuji,DNMA433-KR,3215,300.0,0.007,0.04,250.0,300.0,300,190000,,10.71,4,72.0
AP-00108729,Current,"ISCAR METALS, INC.",33166778,6061,6061,Wet,None,HAAS,CNGG 431,ico7,800.0,0.009,0.8,498.0,1086.387,180,1800,,24.81,4,130.89
AP-00096925,Current,SANDVIK COROMANT,56972680,6061,6061,Wet,None,Lathe,1,h13a,950.0,0.007,0.8,800.0,708.5333333333334,300,2000,,19.75,2,53.14
AP-00014648,Current,"ISCAR METALS, INC.",77803807,718,718,Wet,Light,Mori,TPMT 21.51,IC20,151.0,0.005,0.05,3.0,24.0,360,2000,,6.49,3,480.0
AP-00011576,Current,VALENITE INC,02642882,4140,4140,Wet,None,Manual Lathe,TNMA 333,WCB30,647.0,0.005,0.11,1.0,2.9131666666666667,180,400,,104,3,174.79
AP-00046935,Current,KENNAMETAL,69261584,Rene 220,Rene 220,Wet,Heavy,Fryer VT-80,CNMG 643MP,KC5010,50.0,0.014,0.015,0.35,20.73300833333333,300,300,,21.3,4,3554.23
AP-00156348,Current,KENNAMETAL,31004898,Inconel/Rene,Inconel/Rene,Wet,Light,VTL,CNMG 643-MP,KC5010,1.0,1.0,1.0,1.0,0.26183333333333336,1,1,,1,1,15.71
AP-00134628,Current,SECO,59300228,304,304,Wet,,Lathe,,,350.0,0.005,0.9,20.0,2.3333333333333335,90,2000,,16,1,7.0
AP-00098753,Current,SANDVIK COROMANT,95348645,317L,317L,Wet,Light,VTL,CNMG 432,1115,250.0,0.012,0.1,0.75,10.078499999999998,300,500,,19,4,806.28
AP-00099415,Current,KENNAMETAL,05848734,Inco 718,Inco 718,Wet,None,CNC Lathe,WNMG332RP,KC5010,65.0,0.003,0.03,10.0,2145.255,180,30,,15.19,6,12871.53
AP-00116485,Current,SCIENTIFIC CUTTING TOOLS,42639682,440C,440C,Wet,None,CNC Lathe,ACD5071,Uncoated,90.0,0.001,0.01,20.0,27.05,120,1000,,15,2,81.15
AP-00037784,Current,SECO,43016336,440C,440C,Wet,None,CNC Lathe,WNMG332MF2,TP2501,500.0,0.01,0.05,35.0,26.39,120,8400,,9.74,6,45.24
AP-00041702,Current,SECO,42598381,440C,440C,Wet,None,CNC Lathe,WNMG332MF2,TP2501,500.0,0.01,0.05,35.0,26.39,120,8400,,9.74,6,45.24
AP-00005126,Current,Other,58394651,4140,4140,Dry,None,MANUAL LATHE,,HSS UNCOATED,6.0,0.125,0.118,1.0,141.36133333333333,600,100,,10,1,8481.68
AP-00143662,Current,INGERSOLL CUTTING TOOL COMPANY,43020551,4140,4140,Wet,None,haas st30,CNMG 432 MC,TT8125,400.0,0.01,0.06,4.0,298.4293333333333,120,50,,6.8,4,4476.44
AP-00134865,Current,SECO,49454887,C158,C158,Wet,None,Lathe,WNMG432FF2,TP2501,789.0,0.006,0.02,200.0,30.93333333333333,120,140000,,13.37,6,9.28
AP-00116350,Current,SECO,47337829,Carpenter 158,Carpenter 158,Wet,None,Lathe,VNMG332MF2,TP2501,550.0,0.006,0.1,150.0,19.425,60,384000,,24.98,4,7.77
AP-00090525,Current,SANDVIK COROMANT,43017896,8620,8620,Wet,None,Lathe,3-80-101104-8-L4,4315,435.0,0.009,0.077,204.0,48.552,120,24000,,17.75,8,14.28
AP-00090523,Current,SANDVIK COROMANT,43017896,8620,8620,Wet,None,Lathe,3-80-101104-8-L4,4315,435.0,0.009,0.077,204.0,52.666,120,96000,,17.75,8,15.49
AP-00116346,Current,KENNAMETAL,31004658,C-158,C-158,Wet,,Lathe,CNMG432RP,KCU10,550.0,0.012,0.225,150.0,44.62500000000001,60,384000,,17.48,4,17.85
AP-00116349,Current,KENNAMETAL,47337746,Carpenter 158,Carpenter 158,Wet,Light,Lathe,DNMG331FP,KCU10,500.0,0.006,0.015,100.0,6.683333333333333,60,384000,,12.03,4,4.01
AP-00072971,Current,SANDVIK COROMANT,43017896,8620,8620,Wet,None,Lathe,3-80-101104-8-L4,4315,435.0,0.009,0.077,204.0,52.666,120,156000,,17.75,8,15.49
AP-00030805,Current,TUNGALOY,06410815,6061,6061,Wet,Light,Lathe,Cnmg432 TM,T9125,780.0,0.0095,0.075,125.0,612.0625000000001,300,500,,14,4,293.79
AP-00068236,Current,TUNGALOY,31369515,8620,8620,Wet,Light,Lathe,WNMG432,9115,650.0,0.012,0.06,18.0,40.596,360,5000,,8.95,4,135.32
AP-00068237,Current,INGERSOLL CUTTING TOOL COMPANY,32597189,8620,8620,Wet,Light,Lathe,CNMG432,AH9115,650.0,0.014,0.085,15.0,10.355,720,10000,,8.13,4,41.42
AP-00068238,Current,TUNGALOY,59079590,304SS,304SS,Wet,Light,Lathe,VNMG331,AH725,400.0,0.007,0.03,30.0,33.655,360,10000,,12.44,4,67.31
AP-00132603,Current,INTERSTATE,32774960,1018,1018,Wet,None,Lathe,02642122,M35,60.0,0.002,0.016,6.0,15.0,720,100,,21.07,1,150.0
AP-00136203,Current,INTERSTATE,32774960,1045,1045,Dry,None,Lathe,02642122,HSS,100.0,0.004,0.03,12.0,300.0,300,45,,21.07,1,1500.0
AP-00132476,Current,INTERSTATE,32774960,1018,1018,Dry,None,Lathe,02642122,HSS,105.0,0.004,0.057,8.0,200.0,240,50,,21.07,1,1500.0
AP-00179082,Current,KYOCERA,85394781,316,316,Wet,Light,Lathe,CNMG432 PS,CA5525,400.0,0.007,0.1,4.0,7.030666666666666,300,400,,7.77,4,105.46
AP-00173131,Current,SANDVIK COROMANT,40496655,ductile,ductile,,Heavy,Turret lathe,CNMG 642,,280.0,0.007,0.45,1.0,53.75833333333333,300,50,,38.56,4,3225.5
AP-00096319,Current,SANDVIK COROMANT,01783927,Cast Aluminum,Cast Aluminum,Wet,Light,Lathe,VCMW332FP,CD10,500.0,0.01,0.01,100.0,94.23333333333333,180,7500,,166.44,1,56.54
AP-00007707,Current,CARMEX PRECISION TOOLS LTD,30433254,304,304,Wet,None,Hardinge Lathe,11IR18NPT,BMA,196.0,0.055,0.03,5.0,0.5341666666666667,180,3000,,12.65,3,6.41
AP-00004202,Current,WALTER USA,50347293,Brass,Brass,Wet,None,Lathe,SX-4E400N02-CF5,WSM43S,150.0,0.002,0.2,2500.0,132.5,360,50000,,11.85,1,3.18
AP-00004201,Current,WALTER USA,50347293,316,316,Wet,None,Lathe,SX-4E400N02-CF5,WSM43S,152.0,0.002,0.2,1000.0,52.333333333333336,360,50000,,11.85,1,3.14
AP-00004203,Current,WALTER USA,50347293,304,304,Wet,None,Lathe,SX-4E400N02-CF5,WSM43S,150.0,0.002,0.25,1000.0,61.5,360,50000,,11.85,1,3.69
AP-00007709,Current,CARMEX PRECISION TOOLS LTD,11IR14NPT,316,316,Wet,None,Hardinge Lathe,11IR14NPT,BMA,196.0,0.071,0.03,5.0,0.4141666666666666,180,3000,,13.13,3,4.97
AP-00041812,Current,EVEREDE TOOL CO,01389758,Aluminum - 356,Aluminum - 356,Wet,None,Lathe,TPGB-315,PCD,148.0,0.004,0.02,50.0,167.98333333333335,180,1800,,100.29,1,201.58
AP-00006042,Current,ZCC USA CARBIDE,61286001,1018,1018,Wet,Light,Mori Seki,WNMG,Z9,325.0,0.002,0.15,60.0,188.48,120,75000,,6,6,188.48
AP-00004304,Current,ZCC USA CARBIDE,65855249,A36,A36,Wet,None,Hardinge,TNMG,YBC151,300.0,0.0045,0.14,25.0,14.541666666666666,300,75000,,8,6,34.9
AP-00020953,Current,SECO,08332629,4140,4140,Wet,Light,mori seki,wnmg,Cx10,550.0,0.006,0.06,45.0,12.495000000000001,240,35000,,12,2,16.66
AP-00002233,Current,ZCC USA CARBIDE,53258554,A36,A36,Wet,Light,Hardinge,CNMG,Z9,300.0,0.0045,0.13,25.0,29.0875,240,75000,,7,4,69.81
AP-00020401,Current,KENNAMETAL,54463823,6061,6061,Wet,None,Lathe,VBMT332,KC730,500.0,0.003,0.04,30.0,503.92499999999995,300,200,,27.21,2,1007.85
AP-00022777,Current,SECO,02642858,Cast,Cast,Wet,Light,Haas,Ccmt,Cp500,280.0,0.005,0.02,20.0,8.116666666666667,300,4700,,12,2,24.35
AP-00001865,Current,SANDVIK COROMANT,08442196,6061,6061,Wet,None,Mori Seki,CPGT,H13A,350.0,0.006,0.06,250.0,93.5,240,15000,,8.5,4,22.44
AP-00100075,Current,KENNAMETAL,00680025,316,316,Wet,None,CNC Swiss Lathe,NT3R,KC5010,100.0,0.039,0.012,50.0,1.9666666666666666,600,25000,,25.9,2,2.36
AP-00008842,Current,INGERSOLL CUTTING TOOL COMPANY,53982260,316,316,Wet,None,CNC Swiss Machine,DCGT 32.52 SA,TT9020,450.0,0.006,0.06,50.0,18.325,300,10000,,10.5,2,21.99
AP-00179154,Current,KENNAMETAL,02677193,Copper,Copper,Wet,None,CNC Lathe,CNMG 432 MP,KC5010,250.0,0.003,0.015,40.0,97.73333333333333,600,10000,,13.5,4,146.6
AP-00134594,Current,NTK CUTTING TOOLS,06410807,Nylon,Nylon,Dry,None,Lathe,CNGG431,XT3,500.0,0.005,0.05,130.0,245.02833333333334,300,520,,13.29,2,113.09
AP-00006427,Current,SANDVIK COROMANT,69242535,1040,1040,Wet,,Lathe,CNMG 432 PM,4225,625.0,0.006,0.03,20.0,50.26333333333333,60,10000,,10.55,4,150.79
AP-00082764,Current,KENNAMETAL,31004369,316,316,Wet,Light,Manual Lathe,VNMG331,KC5010,250.0,0.004,0.025,0.5,167.53924999999998,180,150,,19.28,4,20104.71
AP-00009538,Current,TUNGALOY,04946232,300,300,Wet,None,Lathe,TPMT3251,,300.0,0.001,0.06,10.0,139.61666666666667,180,300,,15,3,837.7
AP-00102245,Current,KENNAMETAL,37817673,65 45 12,65 45 12,Wet,None,lathe,CNMG432MN,KCP10B,500.0,0.008,0.1,3.0,180.0,120,120,,15.5,4,3600.0
AP-00095123,Current,KENNAMETAL,76873629,303,303,Wet,None,lathe,CNMG432MP,KCP10B,350.0,0.005,0.1,8.0,60.31466666666667,60,120,,14,4,452.36
AP-00014694,Current,SECO,55158422,1050,1050,Wet,None,B&O,150.10-3N12,TGP45,500.0,0.022,0.8,500.0,8.583333333333334,600,1200000,,9.71,0.25,1.03
AP-00014700,Current,SECO,55158422,1050,1050,Wet,None,B&O,150.10-3N12,TGP45,500.0,0.022,0.8,500.0,8.583333333333334,600,1200000,,9.71,0.25,1.03
AP-00001601,Current,SANDVIK COROMANT,69841500,1035,1035,,,Machining Center,SCMT32.51-MM,2025,265.0,0.23,0.06,2500.0,2.0833333333333335,180,520000,,12.5,4,0.05
AP-00001570,Current,KORLOY,35425651,Ductile,Ductile,Wet,Light,CNC Lathe,VNMG-332,NC3120,700.0,0.008,0.1,10.0,50.486666666666665,240,5000,,6.4,4,302.92
AP-00088719,Current,TUNGALOY,68034784,303,303,Wet,None,Lathe,CNMG432,T9135,250.0,0.013,0.1,190.0,149.21333333333334,60,2200,,14.2,4,47.12
AP-00143601,Current,CIRCLE CUTTING TOOLS INC,16493066,316,316,Wet,,okuma,0,Carbide,100.0,0.003,0.066,1.0,6.282666666666667,300,50,,29,2,376.96
AP-00134613,Current,HERTEL,53076493,1026,1026,Wet,None,Lathe,CPGT21.51,,467.0,0.007,0.05,16.0,2.536,180,5000,,20,3,9.51
AP-00099380,Current,KENNAMETAL,70482039,316,316,Wet,None,Lathe,LT16ER,KC5025,375.0,0.006,0.012,20.0,13.309999999999999,120,2000,,37.28,3,39.93
AP-00157944,Current,INGERSOLL CUTTING TOOL COMPANY,71728190,4140,4140,Wet,None,Vertical Mill,WCGT020102,C100,250.0,0.002,0.025,4.0,75.39266666666667,180,100,,15.65,3,1130.89
AP-00154204,Current,KENNAMETAL,61279063,400,400,Wet,Light,Lathe,VNMG333MP,5010,180.0,0.018,0.05,1.0,9.695500000000001,180,500,,13.5,4,581.73
AP-00116851,Current,"ISCAR METALS, INC.",94968351,718,718,Wet,None,Swiss,TGMF320,IC635,75.0,0.005,0.05,24.0,25.131999999999998,180,5000,,17.95,2,62.83
AP-00101829,Current,"ISCAR METALS, INC.",47312988,718,718,Wet,None,Swiss,DCMT32.52,IC907,655.0,0.008,0.05,75.0,7.0875,180,10000,,11.5,2,5.67
AP-00092294,Current,KENNAMETAL,89538664,400C,400C,Wet,Heavy,Lathe,RPVG23,KC5010,400.0,0.0035,0.1,10.0,2220.456666666667,180,100,,18.5,4,13322.74
AP-00088676,Current,CERATIZIT U.S.A.,44727832,4140 39Rc,4140 39Rc,Wet,Light,CNC,TNMG431,C5,250.0,0.004,0.04,24.0,18.848,345,2000,,18,6,47.12
AP-00091028,Current,CARMEX PRECISION TOOLS LTD,03984952,4140,4140,Wet,Light,CNC,16ER,C5,250.0,0.0833,0.006,39.0,5.148000000000001,345,2000,,34,3,7.92
AP-00022573,Current,CARBIDE GRINDING,71393037,NICOR 65,NICOR 65,Wet,Light,CNC LATHE,CUSTOM GRIND,C5,210.0,0.005,0.01,220.0,134.67666666666665,369,12000,,20,1,36.73
AP-00088701,Current,CARMEX PRECISION TOOLS LTD,02254662,4140 39Rc,4140 39Rc,Wet,Light,CNC,16 TPI ACME,C2,121.0,0.062,0.004,24.0,10.048,345,2000,,26,2,25.12
AP-00075650,Current,KENNAMETAL,69586956,Oxygen free copper,Oxygen free copper,Wet,None,Manual lathe,ECU3,KC730,600.0,0.006,0.08,4.0,1.1633333333333333,5,250,,13.5,1,17.45
AP-00075657,Current,KENNAMETAL,69586956,Oxygen Free Copper,Oxygen Free Copper,Wet,,Manual lathe,EC-U3,KC730,800.0,0.004,0.015,4.0,1.3086666666666666,5,250,,13.89,1,19.63
AP-00005084,Current,KENNAMETAL,65859076,HY-80,HY-80,Dry,,Portable Drill,CNMG 642,KC730,125.0,0.003,0.025,0.5,2917.9755833333334,300,2,,21.17,4,350157.07
AP-00065088,Current,Other,31214430,Copper-Nickel (70/30),Copper-Nickel (70/30),Dry,None,EH Wachs Dynaprep,43-711-01,HSS,47.0,0.002,0.196,1.0,6.349500000000001,600,500,,14.5,1,380.97
AP-00019153,Current,KENNAMETAL,09669235,HY-80,HY-80,Dry,Heavy,Climax Mobile Tool,SNMG644RP,KCU25,150.0,0.001,0.02,0.1,3769.6335,600,2,,18.48,8,2261780.1
AP-00102243,Current,KENNAMETAL,43045541,Carbon Steel,Carbon Steel,Dry,Light,Clausing engine lathe,NT4R,KC5025,9.0,0.077,0.07,3.0,18.415499999999998,180,400,,20.99,2,368.31
AP-00105359,Current,"ISCAR METALS, INC.",69259836,1045,1045,Dry,None,Manual Lathe,unknown,unknown,200.0,0.002,0.01,1.0,9.816833333333333,200,1000,,18,2,589.01
AP-00023514,Current,VALENITE INC,4705256B,Grey,Grey,Wet,None,Dial index,Ccmt2151,Vp1510,475.0,0.01,0.045,1400.0,374.5,300,300000,,14.04,2,16.05
AP-00017167,Current,MITSUBISHI MATERIALS U.S.A. CO,37770708,Gray,Gray,Wet,,Lathe,SNMG432C,NX2525,300.0,0.008,0.065,1250.0,613.5416666666666,300,700000,,6.36,8,29.45
AP-00014102,Current,SANDVIK COROMANT,08334435,304,304,Wet,Light,Okuma Lathe,DCGT32.52UM,1105,250.0,0.002,0.1,100.0,157.06666666666666,180,1500,,21,2,94.24
AP-00014103,Current,SANDVIK COROMANT,01402379,Titanium,Titanium,Wet,Light,Okuma Lathe,VBGT331UM,1115,300.0,0.0025,0.09,60.0,41.88,180,3000,,33,2,41.88
AP-00014627,Current,SANDVIK COROMANT,06000756,304,304,Wet,,Okuma,5741951,1020,150.0,0.003,0.06,75.0,261.775,180,1000,,25,2,209.42
AP-00134798,Current,TOOL FLO MFG INC,85879906,718,718,Wet,Light,Cnc Lathe,TF29554AC3R FLTP-3R,AC3R,275.0,0.004,0.01,10.0,11.568333333333333,30,1000,,36.98,2,69.41
AP-00168806,Current,SECO,68473016,718 Inconel,718 Inconel,Wet,,CNC Lathed,16ER 13UN,CP500,280.0,0.0769,0.01,7.0,0.15983333333333333,25,37044,,19.25,6,1.37
AP-00065189,Current,WALTER USA,52067386,All materials,All materials,Wet,Heavy,lathe,DNMG 432 FMS,WSM20,300.0,0.012,0.03,4.5,2.9452500000000006,300,10000,,15.61,4,39.27
AP-00085842,Current,VALENITE INC,52077021,All material,All material,Wet,Heavy,Lathe,DNMG432 NF4,WSM20,300.0,0.012,0.03,4.5,2.9452500000000006,300,10000,,10.07,4,39.27
AP-00031241,Current,SECO,62289160,Alum,Alum,Wet,Light,lathe,vngp332f,m1,615.0,0.003,0.03,9.0,582.3015,120,200,,27.52,4,3882.01
AP-00011731,Current,AMERICAN NATIONAL CARBIDE CO,44879450,Aluminum,Aluminum,Wet,None,Lathe,VNGA 332,ZiM,1000.0,0.004,0.02,50.0,261.7833333333333,300,6000,,78,1,314.14
AP-00003140,Current,MITSUBISHI MATERIALS U.S.A. CO,47221452,S-7,S-7,,,Okuma,CNMA 432,CBN,150.0,0.003,0.012,10.0,29.08666666666667,300,2000,,50,1,174.52
AP-00120043,Current,KENNAMETAL,72802424,4140,4140,Wet,,lathe,DNMG332,KC850,200.0,0.009,0.1,7.0,30.540999999999997,10,300,,13.5,4,261.78
AP-00141118,Current,INGERSOLL CUTTING TOOL COMPANY,76698067,4140,4140,,,LeBlonde,,,120.0,0.015,0.25,8.0,1954.6253333333334,30,100,,45,8,14659.69
AP-00077617,Current,Other,33718719,303SS,303SS,Wet,None,Phoenix,Cnmg643-HR,PH5125,198.0,18.0,0.25,0.25,0.18841666666666665,300,20,,34.5,4,45.22
AP-00159247,Current,INGERSOLL CUTTING TOOL COMPANY,15121833,F44,F44,,Heavy,LeBlonde,SNMG866250924,TT9235,150.0,0.02,0.25,0.25,37.696333333333335,60,15,,65,4,9047.12
AP-00113488,Current,KENNAMETAL,27913589,C-91,C-91,Wet,None,MILL,CNMG 32,KCU10,250.0,0.01,0.1,1.0,219.89533333333333,60,100,,18,4,13193.72
AP-00072357,Current,SANDVIK COROMANT,52079001,304,304,Wet,Heavy,Lathe,QDNH04000002CM,1145,375.0,0.002,0.8,68.0,30.384666666666664,60,100000,,13,1,26.81
AP-00134627,Current,MITSUBISHI MATERIALS U.S.A. CO,31787856,316,316,Wet,Heavy,Lathe,CNMG433 MA,US735,425.0,0.005,0.25,16.0,49.27733333333333,60,60000,,9.05,4,184.79
AP-00087574,Current,SANDVIK COROMANT,69262350,416,416,Wet,Light,lathe,CNMG432,2025,250.0,0.003,0.5,20.0,523.5600000000001,200,200,,12,4,1570.68
AP-00136268,Current,SANDVIK COROMANT,76369321,316,316,Wet,Light,lathe,cnmg432,2025,500.0,0.003,0.2,5.0,261.78000000000003,300,200,,20,4,3141.36
AP-00136267,Current,SANDVIK COROMANT,58361460,316,316,Wet,Light,Lathe,N123x2e,N1125,250.0,0.003,1.0,20.0,13.96,30,2000,,25,2,41.88
AP-00097456,Current,SANDVIK COROMANT,76369321,316,316,Wet,Light,lathe,cnmg 432,2220,450.0,0.003,0.2,8.0,62.052,200,500,,15,4,465.39
AP-00088820,Current,SANDVIK COROMANT,58361460,316,316,Wet,Light,lathe,R123x2E CM,1125,200.0,0.002,1.0,25.0,65.44583333333333,200,600,,20,2,157.07
AP-00002532,Current,MITSUBISHI MATERIALS U.S.A. CO,45681632,,,Wet,Light,lathe,,,1.0,1.0,1.0,4.0,46.666666666666664,300,500,,19,4,700.0
AP-00002345,Current,MITSUBISHI MATERIALS U.S.A. CO,58446725,,,,,Haas,,,655.0,0.005,0.187,10.0,0.76,300,3000,,15,2,4.56
